Delivery_ID,Order_ID,Courier_Partner,Delivery_Days,Delivery_Status
12478,ORD112478,Ekart,6,Delivered
12479,ORD112479,XpressBees,7,In Transit
12480,ORD112480,Delhivery,2,Delivered
12481,ORD112481,Blue Dart,3,Delivered
12482,ORD112482,DTDC,4,Delivered
12483,ORD112483,Ekart,5,Delivered
12484,ORD112484,XpressBees,6,In Transit
12485,ORD112485,Delhivery,7,Delivered
12486,ORD112486,Blue Dart,2,Delivered
12487,ORD112487,DTDC,3,Delivered
12488,ORD112488,Ekart,4,Delivered
12489,ORD112489,XpressBees,5,In Transit
12490,ORD112490,Delhivery,6,Delivered
12491,ORD112491,Blue Dart,7,Delivered
12492,ORD112492,DTDC,2,Delivered
12493,ORD112493,Ekart,3,Delivered
12494,ORD112494,XpressBees,4,In Transit
12495,ORD112495,Delhivery,5,Delivered
12496,ORD112496,Blue Dart,6,Delivered
12497,ORD112497,DTDC,7,Delivered
12498,ORD112498,Ekart,2,Delivered
12499,ORD112499,XpressBees,3,In Transit
12500,ORD112500,Delhivery,4,Delivered
12501,ORD112501,Blue Dart,5,Delivered
12502,ORD112502,DTDC,6,Delivered
12503,ORD112503,Ekart,7,Delivered
12504,ORD112504,XpressBees,2,In Transit
12505,ORD112505,Delhivery,3,Delivered
12506,ORD112506,Blue Dart,4,Delivered
12507,ORD112507,DTDC,5,Delivered
12508,ORD112508,Ekart,6,Delivered
12509,ORD112509,XpressBees,7,In Transit
12510,ORD112510,Delhivery,2,Delivered
12511,ORD112511,Blue Dart,3,Delivered
12512,ORD112512,DTDC,4,Delivered
12513,ORD112513,Ekart,5,Delivered
12514,ORD112514,XpressBees,6,In Transit
12515,ORD112515,Delhivery,7,Delivered
12516,ORD112516,Blue Dart,2,Delivered
12517,ORD112517,DTDC,3,Delivered
12518,ORD112518,Ekart,4,Delivered
12519,ORD112519,XpressBees,5,In Transit
12520,ORD112520,Delhivery,6,Delivered
12521,ORD112521,Blue Dart,7,Delivered
12522,ORD112522,DTDC,2,Delivered
12523,ORD112523,Ekart,3,Delivered
12524,ORD112524,XpressBees,4,In Transit
12525,ORD112525,Delhivery,5,Delivered
12526,ORD112526,Blue Dart,6,Delivered
12527,ORD112527,DTDC,7,Delivered
12528,ORD112528,Ekart,2,Delivered
12529,ORD112529,XpressBees,3,In Transit
12530,ORD112530,Delhivery,4,Delivered
12531,ORD112531,Blue Dart,5,Delivered
12532,ORD112532,DTDC,6,Delivered
12533,ORD112533,Ekart,7,Delivered
12534,ORD112534,XpressBees,2,In Transit
12535,ORD112535,Delhivery,3,Delivered
12536,ORD112536,Blue Dart,4,Delivered
12537,ORD112537,DTDC,5,Delivered
12538,ORD112538,Ekart,6,Delivered
12539,ORD112539,XpressBees,7,In Transit
12540,ORD112540,Delhivery,2,Delivered
12541,ORD112541,Blue Dart,3,Delivered
12542,ORD112542,DTDC,4,Delivered
12543,ORD112543,Ekart,5,Delivered
12544,ORD112544,XpressBees,6,In Transit
12545,ORD112545,Delhivery,7,Delivered
12546,ORD112546,Blue Dart,2,Delivered
12547,ORD112547,DTDC,3,Delivered
12548,ORD112548,Ekart,4,Delivered
12549,ORD112549,XpressBees,5,In Transit
12550,ORD112550,Delhivery,6,Delivered
12551,ORD112551,Blue Dart,7,Delivered
12552,ORD112552,DTDC,2,Delivered
12553,ORD112553,Ekart,3,Delivered
12554,ORD112554,XpressBees,4,In Transit
12555,ORD112555,Delhivery,5,Delivered
12556,ORD112556,Blue Dart,6,Delivered
12557,ORD112557,DTDC,7,Delivered
12558,ORD112558,Ekart,2,Delivered
12559,ORD112559,XpressBees,3,In Transit
12560,ORD112560,Delhivery,4,Delivered
12561,ORD112561,Blue Dart,5,Delivered
12562,ORD112562,DTDC,6,Delivered
12563,ORD112563,Ekart,7,Delivered
12564,ORD112564,XpressBees,2,In Transit
12565,ORD112565,Delhivery,3,Delivered
12566,ORD112566,Blue Dart,4,Delivered
12567,ORD112567,DTDC,5,Delivered
12568,ORD112568,Ekart,6,Delivered
12569,ORD112569,XpressBees,7,In Transit
12570,ORD112570,Delhivery,2,Delivered
12571,ORD112571,Blue Dart,3,Delivered
12572,ORD112572,DTDC,4,Delivered
12573,ORD112573,Ekart,5,Delivered
12574,ORD112574,XpressBees,6,In Transit
12575,ORD112575,Delhivery,7,Delivered
12576,ORD112576,Blue Dart,2,Delivered
12577,ORD112577,DTDC,3,Delivered
12578,ORD112578,Ekart,4,Delivered
12579,ORD112579,XpressBees,5,In Transit
12580,ORD112580,Delhivery,6,Delivered
12581,ORD112581,Blue Dart,7,Delivered
12582,ORD112582,DTDC,2,Delivered
12583,ORD112583,Ekart,3,Delivered
12584,ORD112584,XpressBees,4,In Transit
12585,ORD112585,Delhivery,5,Delivered
12586,ORD112586,Blue Dart,6,Delivered
12587,ORD112587,DTDC,7,Delivered
12588,ORD112588,Ekart,2,Delivered
12589,ORD112589,XpressBees,3,In Transit
12590,ORD112590,Delhivery,4,Delivered
12591,ORD112591,Blue Dart,5,Delivered
12592,ORD112592,DTDC,6,Delivered
12593,ORD112593,Ekart,7,Delivered
12594,ORD112594,XpressBees,2,In Transit
12595,ORD112595,Delhivery,3,Delivered
12596,ORD112596,Blue Dart,4,Delivered
12597,ORD112597,DTDC,5,Delivered
12598,ORD112598,Ekart,6,Delivered
12599,ORD112599,XpressBees,7,In Transit
12600,ORD112600,Delhivery,2,Delivered
12601,ORD112601,Blue Dart,3,Delivered
12602,ORD112602,DTDC,4,Delivered
12603,ORD112603,Ekart,5,Delivered
12604,ORD112604,XpressBees,6,In Transit
12605,ORD112605,Delhivery,7,Delivered
12606,ORD112606,Blue Dart,2,Delivered
12607,ORD112607,DTDC,3,Delivered
12608,ORD112608,Ekart,4,Delivered
12609,ORD112609,XpressBees,5,In Transit
12610,ORD112610,Delhivery,6,Delivered
12611,ORD112611,Blue Dart,7,Delivered
12612,ORD112612,DTDC,2,Delivered
12613,ORD112613,Ekart,3,Delivered
12614,ORD112614,XpressBees,4,In Transit
12615,ORD112615,Delhivery,5,Delivered
12616,ORD112616,Blue Dart,6,Delivered
12617,ORD112617,DTDC,7,Delivered
12618,ORD112618,Ekart,2,Delivered
12619,ORD112619,XpressBees,3,In Transit
12620,ORD112620,Delhivery,4,Delivered
12621,ORD112621,Blue Dart,5,Delivered
12622,ORD112622,DTDC,6,Delivered
12623,ORD112623,Ekart,7,Delivered
12624,ORD112624,XpressBees,2,In Transit
12625,ORD112625,Delhivery,3,Delivered
12626,ORD112626,Blue Dart,4,Delivered
12627,ORD112627,DTDC,5,Delivered
12628,ORD112628,Ekart,6,Delivered
12629,ORD112629,XpressBees,7,In Transit
12630,ORD112630,Delhivery,2,Delivered
12631,ORD112631,Blue Dart,3,Delivered
12632,ORD112632,DTDC,4,Delivered
12633,ORD112633,Ekart,5,Delivered
12634,ORD112634,XpressBees,6,In Transit
12635,ORD112635,Delhivery,7,Delivered
12636,ORD112636,Blue Dart,2,Delivered
12637,ORD112637,DTDC,3,Delivered
12638,ORD112638,Ekart,4,Delivered
12639,ORD112639,XpressBees,5,In Transit
12640,ORD112640,Delhivery,6,Delivered
12641,ORD112641,Blue Dart,7,Delivered
12642,ORD112642,DTDC,2,Delivered
12643,ORD112643,Ekart,3,Delivered
12644,ORD112644,XpressBees,4,In Transit
12645,ORD112645,Delhivery,5,Delivered
12646,ORD112646,Blue Dart,6,Delivered
12647,ORD112647,DTDC,7,Delivered
12648,ORD112648,Ekart,2,Delivered
12649,ORD112649,XpressBees,3,In Transit
12650,ORD112650,Delhivery,4,Delivered
12651,ORD112651,Blue Dart,5,Delivered
12652,ORD112652,DTDC,6,Delivered
12653,ORD112653,Ekart,7,Delivered
12654,ORD112654,XpressBees,2,In Transit
12655,ORD112655,Delhivery,3,Delivered
12656,ORD112656,Blue Dart,4,Delivered
12657,ORD112657,DTDC,5,Delivered
12658,ORD112658,Ekart,6,Delivered
12659,ORD112659,XpressBees,7,In Transit
12660,ORD112660,Delhivery,2,Delivered
12661,ORD112661,Blue Dart,3,Delivered
12662,ORD112662,DTDC,4,Delivered
12663,ORD112663,Ekart,5,Delivered
12664,ORD112664,XpressBees,6,In Transit
12665,ORD112665,Delhivery,7,Delivered
12666,ORD112666,Blue Dart,2,Delivered
12667,ORD112667,DTDC,3,Delivered
12668,ORD112668,Ekart,4,Delivered
12669,ORD112669,XpressBees,5,In Transit
12670,ORD112670,Delhivery,6,Delivered
12671,ORD112671,Blue Dart,7,Delivered
12672,ORD112672,DTDC,2,Delivered
12673,ORD112673,Ekart,3,Delivered
12674,ORD112674,XpressBees,4,In Transit
12675,ORD112675,Delhivery,5,Delivered
12676,ORD112676,Blue Dart,6,Delivered
12677,ORD112677,DTDC,7,Delivered
12678,ORD112678,Ekart,2,Delivered
12679,ORD112679,XpressBees,3,In Transit
12680,ORD112680,Delhivery,4,Delivered
12681,ORD112681,Blue Dart,5,Delivered
12682,ORD112682,DTDC,6,Delivered
12683,ORD112683,Ekart,7,Delivered
12684,ORD112684,XpressBees,2,In Transit
12685,ORD112685,Delhivery,3,Delivered
12686,ORD112686,Blue Dart,4,Delivered
12687,ORD112687,DTDC,5,Delivered
12688,ORD112688,Ekart,6,Delivered
12689,ORD112689,XpressBees,7,In Transit
12690,ORD112690,Delhivery,2,Delivered
12691,ORD112691,Blue Dart,3,Delivered
12692,ORD112692,DTDC,4,Delivered
12693,ORD112693,Ekart,5,Delivered
12694,ORD112694,XpressBees,6,In Transit
12695,ORD112695,Delhivery,7,Delivered
12696,ORD112696,Blue Dart,2,Delivered
12697,ORD112697,DTDC,3,Delivered
12698,ORD112698,Ekart,4,Delivered
12699,ORD112699,XpressBees,5,In Transit
12700,ORD112700,Delhivery,6,Delivered
12701,ORD112701,Blue Dart,7,Delivered
12702,ORD112702,DTDC,2,Delivered
12703,ORD112703,Ekart,3,Delivered
12704,ORD112704,XpressBees,4,In Transit
12705,ORD112705,Delhivery,5,Delivered
12706,ORD112706,Blue Dart,6,Delivered
12707,ORD112707,DTDC,7,Delivered
12708,ORD112708,Ekart,2,Delivered
12709,ORD112709,XpressBees,3,In Transit
12710,ORD112710,Delhivery,4,Delivered
12711,ORD112711,Blue Dart,5,Delivered
12712,ORD112712,DTDC,6,Delivered
12713,ORD112713,Ekart,7,Delivered
12714,ORD112714,XpressBees,2,In Transit
12715,ORD112715,Delhivery,3,Delivered
12716,ORD112716,Blue Dart,4,Delivered
12717,ORD112717,DTDC,5,Delivered
12718,ORD112718,Ekart,6,Delivered
12719,ORD112719,XpressBees,7,In Transit
12720,ORD112720,Delhivery,2,Delivered
12721,ORD112721,Blue Dart,3,Delivered
12722,ORD112722,DTDC,4,Delivered
12723,ORD112723,Ekart,5,Delivered
12724,ORD112724,XpressBees,6,In Transit
12725,ORD112725,Delhivery,7,Delivered
12726,ORD112726,Blue Dart,2,Delivered
12727,ORD112727,DTDC,3,Delivered
12728,ORD112728,Ekart,4,Delivered
12729,ORD112729,XpressBees,5,In Transit
12730,ORD112730,Delhivery,6,Delivered
12731,ORD112731,Blue Dart,7,Delivered
12732,ORD112732,DTDC,2,Delivered
12733,ORD112733,Ekart,3,Delivered
12734,ORD112734,XpressBees,4,In Transit
12735,ORD112735,Delhivery,5,Delivered
12736,ORD112736,Blue Dart,6,Delivered
12737,ORD112737,DTDC,7,Delivered
12738,ORD112738,Ekart,2,Delivered
12739,ORD112739,XpressBees,3,In Transit
12740,ORD112740,Delhivery,4,Delivered
12741,ORD112741,Blue Dart,5,Delivered
12742,ORD112742,DTDC,6,Delivered
12743,ORD112743,Ekart,7,Delivered
12744,ORD112744,XpressBees,2,In Transit
12745,ORD112745,Delhivery,3,Delivered
12746,ORD112746,Blue Dart,4,Delivered
12747,ORD112747,DTDC,5,Delivered
12748,ORD112748,Ekart,6,Delivered
12749,ORD112749,XpressBees,7,In Transit
12750,ORD112750,Delhivery,2,Delivered
12751,ORD112751,Blue Dart,3,Delivered
12752,ORD112752,DTDC,4,Delivered
12753,ORD112753,Ekart,5,Delivered
12754,ORD112754,XpressBees,6,In Transit
12755,ORD112755,Delhivery,7,Delivered
12756,ORD112756,Blue Dart,2,Delivered
12757,ORD112757,DTDC,3,Delivered
12758,ORD112758,Ekart,4,Delivered
12759,ORD112759,XpressBees,5,In Transit
12760,ORD112760,Delhivery,6,Delivered
12761,ORD112761,Blue Dart,7,Delivered
12762,ORD112762,DTDC,2,Delivered
12763,ORD112763,Ekart,3,Delivered
12764,ORD112764,XpressBees,4,In Transit
12765,ORD112765,Delhivery,5,Delivered
12766,ORD112766,Blue Dart,6,Delivered
12767,ORD112767,DTDC,7,Delivered
12768,ORD112768,Ekart,2,Delivered
12769,ORD112769,XpressBees,3,In Transit
12770,ORD112770,Delhivery,4,Delivered
12771,ORD112771,Blue Dart,5,Delivered
12772,ORD112772,DTDC,6,Delivered
12773,ORD112773,Ekart,7,Delivered
12774,ORD112774,XpressBees,2,In Transit
12775,ORD112775,Delhivery,3,Delivered
12776,ORD112776,Blue Dart,4,Delivered
12777,ORD112777,DTDC,5,Delivered
12778,ORD112778,Ekart,6,Delivered
12779,ORD112779,XpressBees,7,In Transit
12780,ORD112780,Delhivery,2,Delivered
12781,ORD112781,Blue Dart,3,Delivered
12782,ORD112782,DTDC,4,Delivered
12783,ORD112783,Ekart,5,Delivered
12784,ORD112784,XpressBees,6,In Transit
12785,ORD112785,Delhivery,7,Delivered
12786,ORD112786,Blue Dart,2,Delivered
12787,ORD112787,DTDC,3,Delivered
12788,ORD112788,Ekart,4,Delivered
12789,ORD112789,XpressBees,5,In Transit
12790,ORD112790,Delhivery,6,Delivered
12791,ORD112791,Blue Dart,7,Delivered
12792,ORD112792,DTDC,2,Delivered
12793,ORD112793,Ekart,3,Delivered
12794,ORD112794,XpressBees,4,In Transit
12795,ORD112795,Delhivery,5,Delivered
12796,ORD112796,Blue Dart,6,Delivered
12797,ORD112797,DTDC,7,Delivered
12798,ORD112798,Ekart,2,Delivered
12799,ORD112799,XpressBees,3,In Transit
12800,ORD112800,Delhivery,4,Delivered
12801,ORD112801,Blue Dart,5,Delivered
12802,ORD112802,DTDC,6,Delivered
12803,ORD112803,Ekart,7,Delivered
12804,ORD112804,XpressBees,2,In Transit
12805,ORD112805,Delhivery,3,Delivered
12806,ORD112806,Blue Dart,4,Delivered
12807,ORD112807,DTDC,5,Delivered
12808,ORD112808,Ekart,6,Delivered
12809,ORD112809,XpressBees,7,In Transit
12810,ORD112810,Delhivery,2,Delivered
12811,ORD112811,Blue Dart,3,Delivered
12812,ORD112812,DTDC,4,Delivered
12813,ORD112813,Ekart,5,Delivered
12814,ORD112814,XpressBees,6,In Transit
12815,ORD112815,Delhivery,7,Delivered
12816,ORD112816,Blue Dart,2,Delivered
12817,ORD112817,DTDC,3,Delivered
12818,ORD112818,Ekart,4,Delivered
12819,ORD112819,XpressBees,5,In Transit
12820,ORD112820,Delhivery,6,Delivered
12821,ORD112821,Blue Dart,7,Delivered
12822,ORD112822,DTDC,2,Delivered
12823,ORD112823,Ekart,3,Delivered
12824,ORD112824,XpressBees,4,In Transit
12825,ORD112825,Delhivery,5,Delivered
12826,ORD112826,Blue Dart,6,Delivered
12827,ORD112827,DTDC,7,Delivered
12828,ORD112828,Ekart,2,Delivered
12829,ORD112829,XpressBees,3,In Transit
12830,ORD112830,Delhivery,4,Delivered
12831,ORD112831,Blue Dart,5,Delivered
12832,ORD112832,DTDC,6,Delivered
12833,ORD112833,Ekart,7,Delivered
12834,ORD112834,XpressBees,2,In Transit
12835,ORD112835,Delhivery,3,Delivered
12836,ORD112836,Blue Dart,4,Delivered
12837,ORD112837,DTDC,5,Delivered
12838,ORD112838,Ekart,6,Delivered
12839,ORD112839,XpressBees,7,In Transit
12840,ORD112840,Delhivery,2,Delivered
12841,ORD112841,Blue Dart,3,Delivered
12842,ORD112842,DTDC,4,Delivered
12843,ORD112843,Ekart,5,Delivered
12844,ORD112844,XpressBees,6,In Transit
12845,ORD112845,Delhivery,7,Delivered
12846,ORD112846,Blue Dart,2,Delivered
12847,ORD112847,DTDC,3,Delivered
12848,ORD112848,Ekart,4,Delivered
12849,ORD112849,XpressBees,5,In Transit
12850,ORD112850,Delhivery,6,Delivered
12851,ORD112851,Blue Dart,7,Delivered
12852,ORD112852,DTDC,2,Delivered
12853,ORD112853,Ekart,3,Delivered
12854,ORD112854,XpressBees,4,In Transit
12855,ORD112855,Delhivery,5,Delivered
12856,ORD112856,Blue Dart,6,Delivered
12857,ORD112857,DTDC,7,Delivered
12858,ORD112858,Ekart,2,Delivered
12859,ORD112859,XpressBees,3,In Transit
12860,ORD112860,Delhivery,4,Delivered
12861,ORD112861,Blue Dart,5,Delivered
12862,ORD112862,DTDC,6,Delivered
12863,ORD112863,Ekart,7,Delivered
12864,ORD112864,XpressBees,2,In Transit
12865,ORD112865,Delhivery,3,Delivered
12866,ORD112866,Blue Dart,4,Delivered
12867,ORD112867,DTDC,5,Delivered
12868,ORD112868,Ekart,6,Delivered
12869,ORD112869,XpressBees,7,In Transit
12870,ORD112870,Delhivery,2,Delivered
12871,ORD112871,Blue Dart,3,Delivered
12872,ORD112872,DTDC,4,Delivered
12873,ORD112873,Ekart,5,Delivered
12874,ORD112874,XpressBees,6,In Transit
12875,ORD112875,Delhivery,7,Delivered
12876,ORD112876,Blue Dart,2,Delivered
12877,ORD112877,DTDC,3,Delivered
12878,ORD112878,Ekart,4,Delivered
12879,ORD112879,XpressBees,5,In Transit
12880,ORD112880,Delhivery,6,Delivered
12881,ORD112881,Blue Dart,7,Delivered
12882,ORD112882,DTDC,2,Delivered
12883,ORD112883,Ekart,3,Delivered
12884,ORD112884,XpressBees,4,In Transit
12885,ORD112885,Delhivery,5,Delivered
12886,ORD112886,Blue Dart,6,Delivered
12887,ORD112887,DTDC,7,Delivered
12888,ORD112888,Ekart,2,Delivered
12889,ORD112889,XpressBees,3,In Transit
12890,ORD112890,Delhivery,4,Delivered
12891,ORD112891,Blue Dart,5,Delivered
12892,ORD112892,DTDC,6,Delivered
12893,ORD112893,Ekart,7,Delivered
12894,ORD112894,XpressBees,2,In Transit
12895,ORD112895,Delhivery,3,Delivered
12896,ORD112896,Blue Dart,4,Delivered
12897,ORD112897,DTDC,5,Delivered
12898,ORD112898,Ekart,6,Delivered
12899,ORD112899,XpressBees,7,In Transit
12900,ORD112900,Delhivery,2,Delivered
12901,ORD112901,Blue Dart,3,Delivered
12902,ORD112902,DTDC,4,Delivered
12903,ORD112903,Ekart,5,Delivered
12904,ORD112904,XpressBees,6,In Transit
12905,ORD112905,Delhivery,7,Delivered
12906,ORD112906,Blue Dart,2,Delivered
12907,ORD112907,DTDC,3,Delivered
12908,ORD112908,Ekart,4,Delivered
12909,ORD112909,XpressBees,5,In Transit
12910,ORD112910,Delhivery,6,Delivered
12911,ORD112911,Blue Dart,7,Delivered
12912,ORD112912,DTDC,2,Delivered
12913,ORD112913,Ekart,3,Delivered
12914,ORD112914,XpressBees,4,In Transit
12915,ORD112915,Delhivery,5,Delivered
12916,ORD112916,Blue Dart,6,Delivered
12917,ORD112917,DTDC,7,Delivered
12918,ORD112918,Ekart,2,Delivered
12919,ORD112919,XpressBees,3,In Transit
12920,ORD112920,Delhivery,4,Delivered
12921,ORD112921,Blue Dart,5,Delivered
12922,ORD112922,DTDC,6,Delivered
12923,ORD112923,Ekart,7,Delivered
12924,ORD112924,XpressBees,2,In Transit
12925,ORD112925,Delhivery,3,Delivered
12926,ORD112926,Blue Dart,4,Delivered
12927,ORD112927,DTDC,5,Delivered
12928,ORD112928,Ekart,6,Delivered
12929,ORD112929,XpressBees,7,In Transit
12930,ORD112930,Delhivery,2,Delivered
12931,ORD112931,Blue Dart,3,Delivered
12932,ORD112932,DTDC,4,Delivered
12933,ORD112933,Ekart,5,Delivered
12934,ORD112934,XpressBees,6,In Transit
12935,ORD112935,Delhivery,7,Delivered
12936,ORD112936,Blue Dart,2,Delivered
12937,ORD112937,DTDC,3,Delivered
12938,ORD112938,Ekart,4,Delivered
12939,ORD112939,XpressBees,5,In Transit
12940,ORD112940,Delhivery,6,Delivered
12941,ORD112941,Blue Dart,7,Delivered
12942,ORD112942,DTDC,2,Delivered
12943,ORD112943,Ekart,3,Delivered
12944,ORD112944,XpressBees,4,In Transit
12945,ORD112945,Delhivery,5,Delivered
12946,ORD112946,Blue Dart,6,Delivered
12947,ORD112947,DTDC,7,Delivered
12948,ORD112948,Ekart,2,Delivered
12949,ORD112949,XpressBees,3,In Transit
12950,ORD112950,Delhivery,4,Delivered
12951,ORD112951,Blue Dart,5,Delivered
12952,ORD112952,DTDC,6,Delivered
12953,ORD112953,Ekart,7,Delivered
12954,ORD112954,XpressBees,2,In Transit
12955,ORD112955,Delhivery,3,Delivered
12956,ORD112956,Blue Dart,4,Delivered
12957,ORD112957,DTDC,5,Delivered
12958,ORD112958,Ekart,6,Delivered
12959,ORD112959,XpressBees,7,In Transit
12960,ORD112960,Delhivery,2,Delivered
12961,ORD112961,Blue Dart,3,Delivered
12962,ORD112962,DTDC,4,Delivered
12963,ORD112963,Ekart,5,Delivered
12964,ORD112964,XpressBees,6,In Transit
12965,ORD112965,Delhivery,7,Delivered
12966,ORD112966,Blue Dart,2,Delivered
12967,ORD112967,DTDC,3,Delivered
12968,ORD112968,Ekart,4,Delivered
12969,ORD112969,XpressBees,5,In Transit
12970,ORD112970,Delhivery,6,Delivered
12971,ORD112971,Blue Dart,7,Delivered
12972,ORD112972,DTDC,2,Delivered
12973,ORD112973,Ekart,3,Delivered
12974,ORD112974,XpressBees,4,In Transit
12975,ORD112975,Delhivery,5,Delivered
12976,ORD112976,Blue Dart,6,Delivered
12977,ORD112977,DTDC,7,Delivered
12978,ORD112978,Ekart,2,Delivered
12979,ORD112979,XpressBees,3,In Transit
12980,ORD112980,Delhivery,4,Delivered
12981,ORD112981,Blue Dart,5,Delivered
12982,ORD112982,DTDC,6,Delivered
12983,ORD112983,Ekart,7,Delivered
12984,ORD112984,XpressBees,2,In Transit
12985,ORD112985,Delhivery,3,Delivered
12986,ORD112986,Blue Dart,4,Delivered
12987,ORD112987,DTDC,5,Delivered
12988,ORD112988,Ekart,6,Delivered
12989,ORD112989,XpressBees,7,In Transit
12990,ORD112990,Delhivery,2,Delivered
12991,ORD112991,Blue Dart,3,Delivered
12992,ORD112992,DTDC,4,Delivered
12993,ORD112993,Ekart,5,Delivered
12994,ORD112994,XpressBees,6,In Transit
12995,ORD112995,Delhivery,7,Delivered
12996,ORD112996,Blue Dart,2,Delivered
12997,ORD112997,DTDC,3,Delivered
12998,ORD112998,Ekart,4,Delivered
12999,ORD112999,XpressBees,5,In Transit
13000,ORD113000,Delhivery,6,Delivered
13001,ORD113001,Blue Dart,7,Delivered
13002,ORD113002,DTDC,2,Delivered
13003,ORD113003,Ekart,3,Delivered
13004,ORD113004,XpressBees,4,In Transit
13005,ORD113005,Delhivery,5,Delivered
13006,ORD113006,Blue Dart,6,Delivered
13007,ORD113007,DTDC,7,Delivered
13008,ORD113008,Ekart,2,Delivered
13009,ORD113009,XpressBees,3,In Transit
13010,ORD113010,Delhivery,4,Delivered
13011,ORD113011,Blue Dart,5,Delivered
13012,ORD113012,DTDC,6,Delivered
13013,ORD113013,Ekart,7,Delivered
13014,ORD113014,XpressBees,2,In Transit
13015,ORD113015,Delhivery,3,Delivered
13016,ORD113016,Blue Dart,4,Delivered
13017,ORD113017,DTDC,5,Delivered
13018,ORD113018,Ekart,6,Delivered
13019,ORD113019,XpressBees,7,In Transit
13020,ORD113020,Delhivery,2,Delivered
13021,ORD113021,Blue Dart,3,Delivered
13022,ORD113022,DTDC,4,Delivered
13023,ORD113023,Ekart,5,Delivered
13024,ORD113024,XpressBees,6,In Transit
13025,ORD113025,Delhivery,7,Delivered
13026,ORD113026,Blue Dart,2,Delivered
13027,ORD113027,DTDC,3,Delivered
13028,ORD113028,Ekart,4,Delivered
13029,ORD113029,XpressBees,5,In Transit
13030,ORD113030,Delhivery,6,Delivered
13031,ORD113031,Blue Dart,7,Delivered
13032,ORD113032,DTDC,2,Delivered
13033,ORD113033,Ekart,3,Delivered
13034,ORD113034,XpressBees,4,In Transit
